recordId,co2_Level,n2o_Level,ch4_Level,co2_Flow,co2_Output,n2o_Output,ch4_Output,factoryId,timestamp
1,363.0,331.0,1.8,0.8,343.54,26.21,1.03,1,2025-01-23 18:53:01
5,367.0,341.0,1.9,1.0,434.16,15.01,1.36,1,2025-01-23 19:53:01
9,392.0,335.0,1.9,0.8,370.99,11.79,1.09,1,2025-01-23 20:53:01
13,412.0,339.0,1.8,0.8,389.92,11.93,1.03,1,2025-01-23 21:53:01
17,432.0,333.0,1.8,0.8,408.84,11.72,1.03,1,2025-01-23 22:53:01
21,414.0,336.0,1.9,0.8,335.03,11.83,1.09,1,2025-01-23 23:53:01
25,432.0,331.0,1.8,0.8,692.76,11.56,1.03,1,2025-01-24 00:53:01
29,448.0,332.0,1.85,0.8,423.99,11.69,1.06,1,2025-01-24 01:53:01
33,415.0,340.0,1.85,0.8,430.61,11.97,1.06,1,2025-01-24 02:53:01
37,403.0,342.0,1.85,0.8,438.18,12.04,1.06,1,2025-01-24 03:53:01
41,423.0,345.0,1.85,0.8,444.81,12.14,1.06,1,2025-01-24 04:53:01
45,387.0,350.0,1.86,0.8,454.27,12.32,1.06,1,2025-01-24 05:53:01
49,393.0,355.0,1.81,0.8,463.72,12.42,1.06,1,2025-01-24 06:53:01
53,398.0,361.0,1.85,0.8,473.58,12.51,1.06,1,2025-01-24 07:53:01
57,403.0,365.0,1.79,0.8,483.45,12.6,1.06,1,2025-01-24 08:53:01
61,408.0,374.0,1.83,0.8,493.32,12.69,1.06,1,2025-01-24 09:53:01
65,473.0,374.0,1.82,0.8,503.19,12.78,1.06,1,2025-01-24 10:53:01
69,518.0,380.0,1.85,0.8,513.06,12.87,1.06,1,2025-01-24 11:53:01
73,453.0,385.0,1.85,0.8,522.93,12.96,1.06,1,2025-01-24 12:53:01
77,428.0,390.0,1.85,0.8,532.8,13.05,1.11,1,2025-01-24 13:53:01
81,420.0,345.0,1.87,0.8,499.8,12.91,1.06,1,2025-01-24 14:53:01
85,430.0,350.0,1.89,0.8,509.94,13.04,1.05,1,2025-01-24 15:53:01
89,442.0,355.0,1.9,0.8,520.08,13.19,1.09,1,2025-01-24 16:53:01
93,437.0,360.0,1.9,0.8,530.22,13.34,1.09,1,2025-01-24 17:53:01
97,467.0,365.0,1.91,0.8,540.36,13.49,1.09,1,2025-01-24 18:53:01
101,471.0,370.0,1.85,0.8,550.5,13.64,1.07,1,2025-01-24 19:53:01
105,485.0,375.0,1.83,0.8,560.64,13.79,1.08,1,2025-01-24 20:53:01
109,453.0,380.0,1.82,0.8,570.78,13.94,1.09,1,2025-01-24 21:53:01
113,423.0,385.0,1.84,0.8,580.92,14.09,1.09,1,2025-01-24 22:53:01
117,469.0,390.0,1.87,0.8,591.06,14.24,1.09,1,2025-01-24 23:53:01
121,425.0,335.0,1.82,0.8,345.0,26.0,1.05,1,2025-01-25 00:53:01
125,368.0,340.0,1.85,0.8,348.0,25.8,1.05,1,2025-01-25 01:53:01
129,370.0,342.0,1.82,0.8,350.0,25.6,1.05,1,2025-01-25 02:53:01
133,372.0,344.0,1.81,0.8,352.0,25.4,1.05,1,2025-01-25 03:53:01
137,374.0,346.0,1.82,0.8,354.0,25.2,1.05,1,2025-01-25 04:53:01
141,376.0,348.0,1.82,0.8,356.0,25.0,1.05,1,2025-01-25 05:53:01
145,428.0,350.0,1.87,0.8,358.0,24.8,1.05,1,2025-01-25 06:53:01
149,380.0,352.0,1.81,0.8,360.0,24.6,1.05,1,2025-01-25 07:53:01
153,412.0,354.0,1.82,0.8,362.0,24.4,1.05,1,2025-01-25 08:53:01
157,375.0,356.0,1.85,0.8,364.0,24.2,1.07,1,2025-01-25 09:53:01
161,446.0,358.0,1.86,0.8,366.0,24.0,1.05,1,2025-01-25 10:53:01
165,388.0,360.0,1.79,0.8,368.0,23.8,1.05,1,2025-01-25 11:53:01
169,389.0,362.0,1.8,0.9,378.0,23.93,1.06,1,2025-02-01 00:00:00
173,415.0,375.0,1.83,0.77,380.0,21.7,1.11,1,2025-02-01 01:00:00
177,425.0,380.0,1.86,0.76,385.0,21.3,1.13,1,2025-02-01 02:00:00
181,435.0,390.0,1.89,0.75,390.0,20.9,1.15,1,2025-02-01 03:00:00
185,445.0,395.0,1.92,0.74,395.0,20.5,1.18,1,2025-02-01 04:00:00
189,455.0,400.0,1.95,0.73,400.0,20.1,1.2,1,2025-02-01 05:00:00
193,465.0,405.0,1.98,0.72,405.0,19.8,1.23,1,2025-02-02 06:00:00
